Year,City,Sport,Discipline,Country,Gender,Event,Medal
2014,Sochi,Ice Hockey,Ice Hockey,USA,Women,Ice Hockey,Silver
2014,Sochi,Luge,Luge,GER,Men,Singles,Gold
2014,Sochi,Luge,Luge,GER,Women,Mixed Relay,Gold
2014,Sochi,Luge,Luge,GER,Women,Singles,Gold
2014,Sochi,Luge,Luge,GER,Women,Singles,Silver
2014,Sochi,Luge,Luge,ITA,Men,Singles,Bronze
2014,Sochi,Luge,Luge,LAT,Women,Mixed Relay,Bronze
2014,Sochi,Luge,Luge,RUS,Men,Singles,Silver
2014,Sochi,Luge,Luge,RUS,Women,Mixed Relay,Silver
2014,Sochi,Luge,Luge,USA,Women,Singles,Bronze
2014,Sochi,Luge,Luge,AUT,Men,Doubles,Silver
2014,Sochi,Luge,Luge,GER,Men,Doubles,Gold
2014,Sochi,Luge,Luge,GER,Men,Mixed Relay,Gold
2014,Sochi,Luge,Luge,LAT,Men,Doubles,Bronze
2014,Sochi,Luge,Luge,LAT,Men,Mixed Relay,Bronze
2014,Sochi,Luge,Luge,RUS,Men,Mixed Relay,Silver
2014,Sochi,Skating,Figure skating,CAN,Men,Ice Dancing,Silver
2014,Sochi,Skating,Figure skating,CAN,Men,Individual,Silver
2014,Sochi,Skating,Figure skating,CAN,Women,Ice Dancing,Silver
2014,Sochi,Skating,Figure skating,GER,Men,Pairs,Bronze
2014,Sochi,Skating,Figure skating,GER,Women,Pairs,Bronze
2014,Sochi,Skating,Figure skating,ITA,Women,Individual,Bronze
2014,Sochi,Skating,Figure skating,JPN,Men,Individual,Gold
2014,Sochi,Skating,Figure skating,KAZ,Men,Individual,Bronze
2014,Sochi,Skating,Figure skating,KOR,Women,Individual,Silver
2014,Sochi,Skating,Figure skating,RUS,Men,Ice Dancing,Bronze
2014,Sochi,Skating,Figure skating,RUS,Men,Pairs,Gold
2014,Sochi,Skating,Figure skating,RUS,Men,Pairs,Silver
2014,Sochi,Skating,Figure skating,RUS,Women,Ice Dancing,Bronze
2014,Sochi,Skating,Figure skating,RUS,Women,Individual,Gold
2014,Sochi,Skating,Figure skating,RUS,Women,Pairs,Gold
2014,Sochi,Skating,Figure skating,RUS,Women,Pairs,Silver
2014,Sochi,Skating,Figure skating,USA,Men,Ice Dancing,Gold
2014,Sochi,Skating,Figure skating,USA,Women,Ice Dancing,Gold
2014,Sochi,Skating,Figure skating,CAN,Men,Team,Silver
2014,Sochi,Skating,Figure skating,CAN,Women,Team,Silver
2014,Sochi,Skating,Figure skating,RUS,Men,Team,Gold
2014,Sochi,Skating,Figure skating,RUS,Women,Team,Gold
2014,Sochi,Skating,Figure skating,USA,Men,Team,Bronze
2014,Sochi,Skating,Figure skating,USA,Women,Team,Bronze
2014,Sochi,Skating,Short Track Speed Skating,CAN,Men,1500M,Gold
2014,Sochi,Skating,Short Track Speed Skating,CAN,Men,500M,Bronze
2014,Sochi,Skating,Short Track Speed Skating,CHN,Men,1500M,Silver
2014,Sochi,Skating,Short Track Speed Skating,CHN,Men,500M,Silver
2014,Sochi,Skating,Short Track Speed Skating,CHN,Women,1000M,Silver
2014,Sochi,Skating,Short Track Speed Skating,CHN,Women,1500M,Gold
2014,Sochi,Skating,Short Track Speed Skating,CHN,Women,500M,Gold
2014,Sochi,Skating,Short Track Speed Skating,ITA,Women,1500M,Bronze
2014,Sochi,Skating,Short Track Speed Skating,ITA,Women,500M,Silver
2014,Sochi,Skating,Short Track Speed Skating,KOR,Women,1000M,Bronze
2014,Sochi,Skating,Short Track Speed Skating,KOR,Women,1000M,Gold
2014,Sochi,Skating,Short Track Speed Skating,KOR,Women,1500M,Silver
2014,Sochi,Skating,Short Track Speed Skating,KOR,Women,500M,Bronze
2014,Sochi,Skating,Short Track Speed Skating,NED,Men,1000M,Bronze
2014,Sochi,Skating,Short Track Speed Skating,RUS,Men,1000M,Gold
2014,Sochi,Skating,Short Track Speed Skating,RUS,Men,1000M,Silver
2014,Sochi,Skating,Short Track Speed Skating,RUS,Men,1500M,Bronze
2014,Sochi,Skating,Short Track Speed Skating,RUS,Men,500M,Gold
2014,Sochi,Skating,Short Track Speed Skating,CAN,Women,3000M Relay,Silver
2014,Sochi,Skating,Short Track Speed Skating,CHN,Men,5000M Relay,Bronze
2014,Sochi,Skating,Short Track Speed Skating,ITA,Women,3000M Relay,Bronze
2014,Sochi,Skating,Short Track Speed Skating,KOR,Women,3000M Relay,Gold
2014,Sochi,Skating,Short Track Speed Skating,RUS,Men,5000M Relay,Gold
2014,Sochi,Skating,Short Track Speed Skating,USA,Men,5000M Relay,Silver
2014,Sochi,Skating,Speed skating,CAN,Men,1000M,Silver
2014,Sochi,Skating,Speed skating,CAN,Men,1500M,Bronze
2014,Sochi,Skating,Speed skating,CHN,Women,1000M,Gold
2014,Sochi,Skating,Speed skating,CZE,Women,3000M,Silver
2014,Sochi,Skating,Speed skating,CZE,Women,5000M,Gold
2014,Sochi,Skating,Speed skating,KOR,Women,500M,Gold
2014,Sochi,Skating,Speed skating,NED,Men,10000M,Bronze
2014,Sochi,Skating,Speed skating,NED,Men,10000M,Gold
2014,Sochi,Skating,Speed skating,NED,Men,10000M,Silver
2014,Sochi,Skating,Speed skating,NED,Men,1000M,Bronze
2014,Sochi,Skating,Speed skating,NED,Men,1000M,Gold
2014,Sochi,Skating,Speed skating,NED,Men,1500M,Silver
2014,Sochi,Skating,Speed skating,NED,Men,5000M,Bronze
2014,Sochi,Skating,Speed skating,NED,Men,5000M,Gold
2014,Sochi,Skating,Speed skating,NED,Men,5000M,Silver
2014,Sochi,Skating,Speed skating,NED,Men,500M,Bronze
2014,Sochi,Skating,Speed skating,NED,Men,500M,Gold
2014,Sochi,Skating,Speed skating,NED,Men,500M,Silver
2014,Sochi,Skating,Speed skating,NED,Women,1000M,Bronze
2014,Sochi,Skating,Speed skating,NED,Women,1000M,Silver
2014,Sochi,Skating,Speed skating,NED,Women,1500M,Bronze
2014,Sochi,Skating,Speed skating,NED,Women,1500M,Gold
2014,Sochi,Skating,Speed skating,NED,Women,1500M,Silver
2014,Sochi,Skating,Speed skating,NED,Women,3000M,Gold
2014,Sochi,Skating,Speed skating,NED,Women,5000M,Bronze
2014,Sochi,Skating,Speed skating,NED,Women,5000M,Silver
2014,Sochi,Skating,Speed skating,NED,Women,500M,Bronze
2014,Sochi,Skating,Speed skating,POL,Men,1500M,Gold
2014,Sochi,Skating,Speed skating,RUS,Women,3000M,Bronze
2014,Sochi,Skating,Speed skating,RUS,Women,500M,Silver
2014,Sochi,Skating,Speed skating,KOR,Men,Team Pursuit,Silver
2014,Sochi,Skating,Speed skating,NED,Men,Team Pursuit,Gold
2014,Sochi,Skating,Speed skating,NED,Women,Team Pursuit,Gold
2014,Sochi,Skating,Speed skating,POL,Men,Team Pursuit,Bronze
2014,Sochi,Skating,Speed skating,POL,Women,Team Pursuit,Silver
2014,Sochi,Skating,Speed skating,RUS,Women,Team Pursuit,Bronze
2014,Sochi,Skiing,Alpine Skiing,AUT,Men,Downhill,Gold
2014,Sochi,Skiing,Alpine Skiing,AUT,Men,Slalom,Gold
2014,Sochi,Skiing,Alpine Skiing,AUT,Men,Slalom,Silver
2014,Sochi,Skiing,Alpine Skiing,AUT,Women,Giant Slalom,Silver
2014,Sochi,Skiing,Alpine Skiing,AUT,Women,Slalom,Bronze
2014,Sochi,Skiing,Alpine Skiing,AUT,Women,Slalom,Silver
2014,Sochi,Skiing,Alpine Skiing,AUT,Women,Super Combined,Silver
2014,Sochi,Skiing,Alpine Skiing,AUT,Women,Super-G,Bronze
2014,Sochi,Skiing,Alpine Skiing,AUT,Women,Super-G,Gold
2014,Sochi,Skiing,Alpine Skiing,CAN,Men,Super-G,Bronze
2014,Sochi,Skiing,Alpine Skiing,CRO,Men,Super Combined,Silver
2014,Sochi,Skiing,Alpine Skiing,FRA,Men,Giant Slalom,Bronze
2014,Sochi,Skiing,Alpine Skiing,FRA,Men,Giant Slalom,Silver
2014,Sochi,Skiing,Alpine Skiing,GER,Women,Giant Slalom,Bronze
2014,Sochi,Skiing,Alpine Skiing,GER,Women,Super Combined,Gold
2014,Sochi,Skiing,Alpine Skiing,GER,Women,Super-G,Silver
2014,Sochi,Skiing,Alpine Skiing,ITA,Men,Downhill,Silver
2014,Sochi,Skiing,Alpine Skiing,ITA,Men,Super Combined,Bronze
2014,Sochi,Skiing,Alpine Skiing,NOR,Men,Downhill,Bronze
2014,Sochi,Skiing,Alpine Skiing,NOR,Men,Slalom,Bronze
2014,Sochi,Skiing,Alpine Skiing,NOR,Men,Super-G,Gold
2014,Sochi,Skiing,Alpine Skiing,SLO,Women,Downhill,Gold
2014,Sochi,Skiing,Alpine Skiing,SLO,Women,Giant Slalom,Gold
2014,Sochi,Skiing,Alpine Skiing,SUI,Men,Super Combined,Gold
2014,Sochi,Skiing,Alpine Skiing,SUI,Women,Downhill,Bronze
2014,Sochi,Skiing,Alpine Skiing,SUI,Women,Downhill,Gold
2014,Sochi,Skiing,Alpine Skiing,USA,Men,Giant Slalom,Gold
2014,Sochi,Skiing,Alpine Skiing,USA,Men,Super-G,Bronze
2014,Sochi,Skiing,Alpine Skiing,USA,Men,Super-G,Silver
2014,Sochi,Skiing,Alpine Skiing,USA,Women,Slalom,Gold
2014,Sochi,Skiing,Alpine Skiing,USA,Women,Super Combined,Bronze
2014,Sochi,Skiing,Cross Country Skiing,NOR,Men,Combined 15+15K,Bronze
2014,Sochi,Skiing,Cross Country Skiing,NOR,Men,Sprint 1.5KM,Gold
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,10KM,Bronze
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,30KM,Bronze
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,30KM,Gold
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,30KM,Silver
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,Combined7.5+7.5,Bronze
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,Combined7.5+7.5,Gold
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,Sprint 1.5KM,Gold
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,Sprint 1.5KM,Silver
2014,Sochi,Skiing,Cross Country Skiing,POL,Women,10KM,Gold
2014,Sochi,Skiing,Cross Country Skiing,RUS,Men,50KM,Bronze
2014,Sochi,Skiing,Cross Country Skiing,RUS,Men,50KM,Gold
2014,Sochi,Skiing,Cross Country Skiing,RUS,Men,50KM,Silver
2014,Sochi,Skiing,Cross Country Skiing,SLO,Women,Sprint 1.5KM,Bronze
2014,Sochi,Skiing,Cross Country Skiing,SUI,Men,15KM,Gold
2014,Sochi,Skiing,Cross Country Skiing,SUI,Men,Combined 15+15K,Gold
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,15KM,Bronze
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,15KM,Silver
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,Combined 15+15K,Silver
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,Sprint 1.5KM,Bronze
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,Sprint 1.5KM,Silver
2014,Sochi,Skiing,Cross Country Skiing,SWE,Women,10KM,Silver
2014,Sochi,Skiing,Cross Country Skiing,SWE,Women,Combined7.5+7.5,Silver
2014,Sochi,Skiing,Cross Country Skiing,FIN,Men,Team Sprint,Gold
2014,Sochi,Skiing,Cross Country Skiing,FIN,Women,4X5KM Relay,Silver
2014,Sochi,Skiing,Cross Country Skiing,FIN,Women,Team Sprint,Silver
2014,Sochi,Skiing,Cross Country Skiing,FRA,Men,4X10KM Relay,Bronze
2014,Sochi,Skiing,Cross Country Skiing,GER,Women,4X5KM Relay,Bronze
2014,Sochi,Skiing,Cross Country Skiing,NOR,Women,Team Sprint,Gold
2014,Sochi,Skiing,Cross Country Skiing,RUS,Men,4X10KM Relay,Silver
2014,Sochi,Skiing,Cross Country Skiing,RUS,Men,Team Sprint,Silver
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,4X10KM Relay,Gold
2014,Sochi,Skiing,Cross Country Skiing,SWE,Men,Team Sprint,Bronze
2014,Sochi,Skiing,Cross Country Skiing,SWE,Women,4X5KM Relay,Gold
2014,Sochi,Skiing,Cross Country Skiing,SWE,Women,Team Sprint,Bronze
2014,Sochi,Skiing,Freestyle Skiing,AUS,Men,Aerials,Silver
2014,Sochi,Skiing,Freestyle Skiing,AUS,Women,Aerials,Bronze
2014,Sochi,Skiing,Freestyle Skiing,BLR,Men,Aerials,Gold
2014,Sochi,Skiing,Freestyle Skiing,BLR,Women,Aerials,Gold
2014,Sochi,Skiing,Freestyle Skiing,CAN,Men,Moguls,Gold
2014,Sochi,Skiing,Freestyle Skiing,CAN,Men,Moguls,Silver
2014,Sochi,Skiing,Freestyle Skiing,CAN,Men,Ski Halfpipe,Silver
2014,Sochi,Skiing,Freestyle Skiing,CAN,Women,Moguls,Gold
2014,Sochi,Skiing,Freestyle Skiing,CAN,Women,Moguls,Silver
2014,Sochi,Skiing,Freestyle Skiing,CAN,Women,Ski Cross,Gold
2014,Sochi,Skiing,Freestyle Skiing,CAN,Women,Ski Cross,Silver
2014,Sochi,Skiing,Freestyle Skiing,CAN,Women,Ski Slopestyle,Bronze
2014,Sochi,Skiing,Freestyle Skiing,CAN,Women,Ski Slopestyle,Gold
2014,Sochi,Skiing,Freestyle Skiing,CHN,Men,Aerials,Bronze
2014,Sochi,Skiing,Freestyle Skiing,CHN,Women,Aerials,Silver
2014,Sochi,Skiing,Freestyle Skiing,FRA,Men,Ski Cross,Bronze
2014,Sochi,Skiing,Freestyle Skiing,FRA,Men,Ski Cross,Gold
2014,Sochi,Skiing,Freestyle Skiing,FRA,Men,Ski Cross,Silver
2014,Sochi,Skiing,Freestyle Skiing,FRA,Men,Ski Halfpipe,Bronze
2014,Sochi,Skiing,Freestyle Skiing,FRA,Women,Ski Halfpipe,Silver
2014,Sochi,Skiing,Freestyle Skiing,JPN,Women,Ski Halfpipe,Bronze
2014,Sochi,Skiing,Freestyle Skiing,RUS,Men,Moguls,Bronze
2014,Sochi,Skiing,Freestyle Skiing,SWE,Women,Ski Cross,Bronze
2014,Sochi,Skiing,Freestyle Skiing,USA,Men,Ski Halfpipe,Gold
2014,Sochi,Skiing,Freestyle Skiing,USA,Men,Ski Slopestyle,Bronze
2014,Sochi,Skiing,Freestyle Skiing,USA,Men,Ski Slopestyle,Gold
2014,Sochi,Skiing,Freestyle Skiing,USA,Men,Ski Slopestyle,Silver
2014,Sochi,Skiing,Freestyle Skiing,USA,Women,Moguls,Bronze
2014,Sochi,Skiing,Freestyle Skiing,USA,Women,Ski Halfpipe,Gold
2014,Sochi,Skiing,Freestyle Skiing,USA,Women,Ski Slopestyle,Silver
2014,Sochi,Skiing,Nordic Combined,GER,Men,Ind. K90 (70M),Gold
2014,Sochi,Skiing,Nordic Combined,GER,Men,Sprint K120,Bronze
2014,Sochi,Skiing,Nordic Combined,JPN,Men,Ind. K90 (70M),Silver
2014,Sochi,Skiing,Nordic Combined,NOR,Men,Ind. K90 (70M),Bronze
2014,Sochi,Skiing,Nordic Combined,NOR,Men,Sprint K120,Gold
2014,Sochi,Skiing,Nordic Combined,NOR,Men,Sprint K120,Silver
2014,Sochi,Skiing,Nordic Combined,AUT,Men,"Team, 4X5 KM",Bronze
2014,Sochi,Skiing,Nordic Combined,GER,Men,"Team, 4X5 KM",Silver
2014,Sochi,Skiing,Nordic Combined,NOR,Men,"Team, 4X5 KM",Gold
2014,Sochi,Skiing,Ski Jumping,AUT,Women,K90 Individual,Silver
2014,Sochi,Skiing,Ski Jumping,FRA,Women,K90 Individual,Bronze
2014,Sochi,Skiing,Ski Jumping,GER,Women,K90 Individual,Gold
2014,Sochi,Skiing,Ski Jumping,JPN,Men,Large Hill,Silver
2014,Sochi,Skiing,Ski Jumping,NOR,Men,Normal Hill,Bronze
2014,Sochi,Skiing,Ski Jumping,POL,Men,Large Hill,Gold
2014,Sochi,Skiing,Ski Jumping,POL,Men,Normal Hill,Gold
2014,Sochi,Skiing,Ski Jumping,SLO,Men,Large Hill,Bronze
2014,Sochi,Skiing,Ski Jumping,SLO,Men,Normal Hill,Silver
2014,Sochi,Skiing,Ski Jumping,AUT,Men,Teams,Silver
2014,Sochi,Skiing,Ski Jumping,GER,Men,Teams,Gold
2014,Sochi,Skiing,Ski Jumping,JPN,Men,Teams,Bronze
2014,Sochi,Skiing,Snowboard,AUS,Women,Half-Pipe,Silver
2014,Sochi,Skiing,Snowboard,AUT,Men,Parallel Slalom,Bronze
2014,Sochi,Skiing,Snowboard,AUT,Women,Parallel Slalom,Gold
2014,Sochi,Skiing,Snowboard,CAN,Men,Slopestyle,Bronze
2014,Sochi,Skiing,Snowboard,CAN,Women,Snowboard Cross,Silver
2014,Sochi,Skiing,Snowboard,CZE,Women,Snowboard Cross,Gold
2014,Sochi,Skiing,Snowboard,FIN,Women,Slopestyle,Silver
2014,Sochi,Skiing,Snowboard,FRA,Men,Snowboard Cross,Gold
2014,Sochi,Skiing,Snowboard,FRA,Women,Snowboard Cross,Bronze
2014,Sochi,Skiing,Snowboard,GBR,Women,Slopestyle,Bronze
2014,Sochi,Skiing,Snowboard,GER,Women,Parallel Slalom,Bronze
2014,Sochi,Skiing,Snowboard,GER,Women,Parallel Slalom,Silver
2014,Sochi,Skiing,Snowboard,JPN,Men,Half-Pipe,Bronze
2014,Sochi,Skiing,Snowboard,JPN,Men,Half-Pipe,Silver
2014,Sochi,Skiing,Snowboard,JPN,Women,Giant Parall.S.,Silver
2014,Sochi,Skiing,Snowboard,NOR,Men,Slopestyle,Silver
2014,Sochi,Skiing,Snowboard,RUS,Men,Giant Parall.S.,Gold
2014,Sochi,Skiing,Snowboard,RUS,Men,Parallel Slalom,Gold
2014,Sochi,Skiing,Snowboard,RUS,Men,Snowboard Cross,Silver
2014,Sochi,Skiing,Snowboard,RUS,Women,Giant Parall.S.,Bronze
2014,Sochi,Skiing,Snowboard,SLO,Men,Giant Parall.S.,Bronze
2014,Sochi,Skiing,Snowboard,SLO,Men,Parallel Slalom,Silver
2014,Sochi,Skiing,Snowboard,SUI,Men,Giant Parall.S.,Silver
2014,Sochi,Skiing,Snowboard,SUI,Men,Half-Pipe,Gold
2014,Sochi,Skiing,Snowboard,SUI,Women,Giant Parall.S.,Gold
2014,Sochi,Skiing,Snowboard,USA,Men,Slopestyle,Gold
2014,Sochi,Skiing,Snowboard,USA,Men,Snowboard Cross,Bronze
2014,Sochi,Skiing,Snowboard,USA,Women,Half-Pipe,Bronze
2014,Sochi,Skiing,Snowboard,USA,Women,Half-Pipe,Gold
2014,Sochi,Skiing,Snowboard,USA,Women,Slopestyle,Gold
2018,PyeongChang,Biathlon,Biathlon,GER,Men,10 kilometres Sprint,Gold
2018,PyeongChang,Biathlon,Biathlon,CZE,Men,10 kilometres Sprint,Silver
2018,PyeongChang,Biathlon,Biathlon,ITA,Men,10 kilometres Sprint,Bronze
2018,PyeongChang,Biathlon,Biathlon,FRA,Men,12.5 kilometres Pursuit,Gold
2018,PyeongChang,Biathlon,Biathlon,SWE,Men,12.5 kilometres Pursuit,Silver
2018,PyeongChang,Biathlon,Biathlon,GER,Men,12.5 kilometres Pursuit,Bronze
2018,PyeongChang,Biathlon,Biathlon,FRA,Men,15 kilometres Mass Start,Gold
2018,PyeongChang,Biathlon,Biathlon,GER,Men,15 kilometres Mass Start,Silver
2018,PyeongChang,Biathlon,Biathlon,NOR,Men,15 kilometres Mass Start,Bronze
2018,PyeongChang,Biathlon,Biathlon,NOR,Men,20 kilometres,Gold
2018,PyeongChang,Biathlon,Biathlon,SLO,Men,20 kilometres,Silver
2018,PyeongChang,Biathlon,Biathlon,AUT,Men,20 kilometres,Bronze
2018,PyeongChang,Biathlon,Biathlon,SWE,Men,4 × 7.5 kilometres Relay,Gold
2018,PyeongChang,Biathlon,Biathlon,NOR,Men,4 × 7.5 kilometres Relay,Silver
2018,PyeongChang,Biathlon,Biathlon,GER,Men,4 × 7.5 kilometres Relay,Bronze
2018,PyeongChang,Biathlon,Biathlon,GER,Women,7.5 kilometres Sprint,Gold
2018,PyeongChang,Biathlon,Biathlon,NOR,Women,7.5 kilometres Sprint,Silver
2018,PyeongChang,Biathlon,Biathlon,CZE,Women,7.5 kilometres Sprint,Bronze
2018,PyeongChang,Biathlon,Biathlon,GER,Women,10 kilometres Pursuit,Gold
2018,PyeongChang,Biathlon,Biathlon,SVK,Women,10 kilometres Pursuit,Silver
2018,PyeongChang,Biathlon,Biathlon,FRA,Women,10 kilometres Pursuit,Bronze
2018,PyeongChang,Biathlon,Biathlon,SVK,Women,12.5 kilometres Mass Start,Gold
2018,PyeongChang,Biathlon,Biathlon,BLR,Women,12.5 kilometres Mass Start,Silver
2018,PyeongChang,Biathlon,Biathlon,NOR,Women,12.5 kilometres Mass Start,Bronze
2018,PyeongChang,Biathlon,Biathlon,SWE,Women,15 kilometres,Gold
2018,PyeongChang,Biathlon,Biathlon,SVK,Women,15 kilometres,Silver
2018,PyeongChang,Biathlon,Biathlon,GER,Women,15 kilometres,Bronze
2018,PyeongChang,Biathlon,Biathlon,BLR,Women,4 × 6 kilometres Relay,Gold
2018,PyeongChang,Biathlon,Biathlon,SWE,Women,4 × 6 kilometres Relay,Silver
2018,PyeongChang,Biathlon,Biathlon,FRA,Women,4 × 6 kilometres Relay,Bronze
2018,PyeongChang,Biathlon,Biathlon,FRA,Mixed,2 × 6 kilometres and 2 × 7.5 kilometres Relay,Gold
2018,PyeongChang,Biathlon,Biathlon,NOR,Mixed,2 × 6 kilometres and 2 × 7.5 kilometres Relay,Silver
2018,PyeongChang,Biathlon,Biathlon,ITA,Mixed,2 × 6 kilometres and 2 × 7.5 kilometres Relay,Bronze
2018,PyeongChang,Bobsleigh,Bobsleigh,CAN,Men,Two,Gold
2018,PyeongChang,Bobsleigh,Bobsleigh,GER,Men,Two,Gold
2018,PyeongChang,Bobsleigh,Bobsleigh,LAT,Men,Two,Bronze
2018,PyeongChang,Bobsleigh,Bobsleigh,GER,Open,Four,Gold
2018,PyeongChang,Bobsleigh,Bobsleigh,GER,Open,Four,Silver
2018,PyeongChang,Bobsleigh,Bobsleigh,KOR,Open,Four,Silver
2018,PyeongChang,Bobsleigh,Bobsleigh,GER,Women,Two,Gold
2018,PyeongChang,Bobsleigh,Bobsleigh,USA,Women,Two,Silver
2018,PyeongChang,Bobsleigh,Bobsleigh,CAN,Women,Two,Bronze
2018,PyeongChang,Bobsleigh,Skeleton,KOR,Men,Skeleton,Gold
2018,PyeongChang,Bobsleigh,Skeleton,ROC,Men,Skeleton,Silver
2018,PyeongChang,Bobsleigh,Skeleton,GBR,Men,Skeleton,Bronze
2018,PyeongChang,Bobsleigh,Skeleton,GBR,Women,Skeleton,Gold
2018,PyeongChang,Bobsleigh,Skeleton,GER,Women,Skeleton,Silver
2018,PyeongChang,Bobsleigh,Skeleton,GBR,Women,Skeleton,Bronze
2018,PyeongChang,Curling,Curling,USA,Men,Curling,Gold
2018,PyeongChang,Curling,Curling,SWE,Men,Curling,Silver
2018,PyeongChang,Curling,Curling,SUI,Men,Curling,Bronze
2018,PyeongChang,Curling,Curling,SWE,Women,Curling,Gold
2018,PyeongChang,Curling,Curling,KOR,Women,Curling,Silver
2018,PyeongChang,Curling,Curling,JPN,Women,Curling,Bronze
2018,PyeongChang,Curling,Curling,CAN,Mixed,Mixed Doubles,Gold
2018,PyeongChang,Curling,Curling,SUI,Mixed,Mixed Doubles,Silver
2018,PyeongChang,Curling,Curling,NOR,Mixed,Mixed Doubles,Bronze
2018,PyeongChang,Figure Skating,Figure Skating,JPN,Men,Singles,Gold
2018,PyeongChang,Figure Skating,Figure Skating,JPN,Men,Singles,Silver
2018,PyeongChang,Figure Skating,Figure Skating,ESP,Men,Singles,Bronze
2018,PyeongChang,Figure Skating,Figure Skating,ROC,Women,Singles,Gold
2018,PyeongChang,Figure Skating,Figure Skating,ROC,Women,Singles,Silver
2018,PyeongChang,Figure Skating,Figure Skating,CAN,Women,Singles,Bronze
2018,PyeongChang,Figure Skating,Figure Skating,GER,Mixed,Pairs,Gold
2018,PyeongChang,Figure Skating,Figure Skating,CHN,Mixed,Pairs,Silver
2018,PyeongChang,Figure Skating,Figure Skating,CAN,Mixed,Pairs,Bronze
2018,PyeongChang,Figure Skating,Figure Skating,CAN,Mixed,Ice Dancing,Gold
2018,PyeongChang,Figure Skating,Figure Skating,FRA,Mixed,Ice Dancing,Silver
2018,PyeongChang,Figure Skating,Figure Skating,USA,Mixed,Ice Dancing,Bronze
2018,PyeongChang,Figure Skating,Figure Skating,CAN,Mixed,Team,Gold
2018,PyeongChang,Figure Skating,Figure Skating,ROC,Mixed,Team,Silver
2018,PyeongChang,Figure Skating,Figure Skating,USA,Mixed,Team,Bronze
2018,PyeongChang,Ice Hockey,Ice Hockey,ROC,Men,Ice Hockey,Gold
2018,PyeongChang,Ice Hockey,Ice Hockey,GER,Men,Ice Hockey,Silver
2018,PyeongChang,Ice Hockey,Ice Hockey,CAN,Men,Ice Hockey,Bronze
2018,PyeongChang,Ice Hockey,Ice Hockey,USA,Women,Ice Hockey,Gold
2018,PyeongChang,Ice Hockey,Ice Hockey,CAN,Women,Ice Hockey,Silver
2018,PyeongChang,Ice Hockey,Ice Hockey,FIN,Women,Ice Hockey,Bronze
2018,PyeongChang,Luge,Luge,AUT,Men,Singles,Gold
2018,PyeongChang,Luge,Luge,USA,Men,Singles,Silver
2018,PyeongChang,Luge,Luge,GER,Men,Singles,Bronze
2018,PyeongChang,Luge,Luge,GER,Open,Doubles,Gold
2018,PyeongChang,Luge,Luge,AUT,Open,Doubles,Silver
2018,PyeongChang,Luge,Luge,GER,Open,Doubles,Bronze
2018,PyeongChang,Luge,Luge,GER,Women,Singles,Gold
2018,PyeongChang,Luge,Luge,GER,Women,Singles,Silver
2018,PyeongChang,Luge,Luge,CAN,Women,Singles,Bronze
2018,PyeongChang,Luge,Luge,GER,Mixed,Team Relay,Gold
2018,PyeongChang,Luge,Luge,CAN,Mixed,Team Relay,Silver
2018,PyeongChang,Luge,Luge,AUT,Mixed,Team Relay,Bronze
2018,PyeongChang,Skating,Short Track Speed Skating,CHN,Men,500 metres,Gold
2018,PyeongChang,Skating,Short Track Speed Skating,KOR,Men,500 metres,Silver
2018,PyeongChang,Skating,Short Track Speed Skating,KOR,Men,500 metres,Bronze
2018,PyeongChang,Skating,Short Track Speed Skating,CAN,Men,"1,000 metres",Gold
2018,PyeongChang,Skating,Short Track Speed Skating,USA,Men,"1,000 metres",Silver
2018,PyeongChang,Skating,Short Track Speed Skating,KOR,Men,"1,000 metres",Bronze
2018,PyeongChang,Skating,Short Track Speed Skating,KOR,Men,"1,500 metres",Gold
2018,PyeongChang,Skating,Short Track Speed Skating,NED,Men,"1,500 metres",Silver
2018,PyeongChang,Skating,Short Track Speed Skating,ROC,Men,"1,500 metres",Bronze
2018,PyeongChang,Skating,Short Track Speed Skating,HUN,Men,"5,000 metres Relay",Gold
2018,PyeongChang,Skating,Short Track Speed Skating,CHN,Men,"5,000 metres Relay",Silver
2018,PyeongChang,Skating,Short Track Speed Skating,CAN,Men,"5,000 metres Relay",Bronze
2018,PyeongChang,Skating,Short Track Speed Skating,ITA,Women,500 metres,Gold
2018,PyeongChang,Skating,Short Track Speed Skating,NED,Women,500 metres,Silver
2018,PyeongChang,Skating,Short Track Speed Skating,CAN,Women,500 metres,Bronze
2018,PyeongChang,Skating,Short Track Speed Skating,NED,Women,"1,000 metres",Gold
2018,PyeongChang,Skating,Short Track Speed Skating,CAN,Women,"1,000 metres",Silver
2018,PyeongChang,Skating,Short Track Speed Skating,ITA,Women,"1,000 metres",Bronze
