date,time,longitude,latitude,attack_type,location_description,nearest_country,eez_country,shore_distance,shore_longitude,shore_latitude,vessel_type,vessel_status
2000-08-17,NA,98.7007,3.7836667,Boarded,"Belawan SPM, Belawan Port, Indonesia",IDN,IDN,2.482068608,98.71062259,3.803778387,NA,Berthed
2000-08-18,NA,118.0555,5.815,Boarded,"Sandakan, Malaysia",MYS,MYS,0.761401104,118.0588485,5.808986721,NA,Berthed
2000-08-18,NA,106.9025,-6.0976667,Boarded,"Tanjung Priok, Indonesia",IDN,IDN,7.190381219,106.8377385,-6.102715753,NA,Anchored
2000-08-19,NA,106.7333,10.7666667,Boarded,Vietnam,VNM,VNM,9.837909102,106.7672632,10.68431224,NA,Berthed
2000-08-19,NA,107.0687,23.0656667,Boarded,"Vung Tau, Vietnam",VNM,CHN,185.6413749,107.7668563,21.52020905,NA,Anchored
2000-08-21,NA,91.7167,22.2333333,Boarded,"Chittagong Anchorage, Bangladesh",BGD,BGD,6.405101826,91.77165775,22.26032136,NA,Anchored
2000-08-22,NA,117.1383,-0.5401667,Boarded,"Samarinda Anchorage, Indonesia",IDN,IDN,33.74762115,117.2815048,-0.809177342,NA,Anchored
2000-08-23,NA,91.8267,22.2383333,Boarded,"Chittagong Kutbdia Anchorage, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,Anchored
2000-08-24,NA,70.2203,23.0243333,Boarded,"Kandla Outer Roads, India",IND,IND,2.981710221,70.23308353,23.00014883,NA,Anchored
2000-08-24,NA,102.4567,1.7783333,Boarded,Malacca Straits,IDN,MYS,27.48738978,102.3489689,1.55463288,NA,Steaming
2000-08-24,NA,102.5333,1.75,Attempted,Malacca Straits,MYS,MYS,22.0899676,102.6993921,1.85944245,NA,Steaming
2000-08-25,NA,108.95,2.1833333,Attempted,Indonesia,IDN,IDN,34.51936247,109.0267033,2.485825914,NA,Steaming
2000-08-26,NA,102.1433,2.0583333,Boarded,Malacca Straits,MYS,MYS,18.16934908,102.1879989,2.216376044,NA,Steaming
2000-08-27,NA,107.0687,23.0656667,Boarded,"Vung Tau, Vietnam",VNM,CHN,185.6413749,107.7668563,21.52020905,NA,Anchored
2000-08-27,NA,100.3517,5.42,Boarded,"Penang Anchorage, Malaysia",MYS,MYS,0.952740001,100.3434351,5.417629299,NA,Anchored
2000-08-28,NA,118.0555,5.815,Boarded,"Sandakan, Sabah, Malaysia",MYS,MYS,0.761401104,118.0588485,5.808986721,NA,Anchored
2000-08-28,NA,102.315,1.9116667,Boarded,Malacca Straits,MYS,MYS,26.61501318,102.3486434,2.149969794,NA,Steaming
2000-08-28,NA,1.275,6.0416667,Boarded,"Lome, Togo",TGO,TGO,10.1910651,1.271006707,6.133734442,NA,Anchored
2000-08-29,NA,91.8267,22.2383333,Boarded,"Chittagong Anchorage, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,Anchored
2000-08-29,NA,-13.7093,9.5098333,Boarded,"Conakry, Guinea",GIN,GIN,0.352190349,-13.70710202,9.512152411,NA,Berthed
2000-08-29,NA,0.007,5.6258333,Attempted,"Tema Anchorage, Ghana",GHA,GHA,3.061197502,0.034515821,5.628363348,NA,Anchored
2000-08-30,NA,101.6,2.5,Attempted,"Port Dickson, Malacca Straits",MYS,MYS,15.27557101,101.6183374,2.63690827,NA,Steaming
2000-08-30,NA,98.7007,3.7836667,Boarded,"Belawan Roads, Indonesia",IDN,IDN,2.482068608,98.71062259,3.803778387,NA,Anchored
2000-08-31,NA,102.6,1.7,Boarded,Malacca Straits,MYS,MYS,20.81182582,102.6993921,1.85944245,NA,Steaming
2000-08-31,NA,89.5858,22.4855,Boarded,"Mongla, Bangladesh",BGD,BGD,17.07600142,89.62647546,22.33600495,NA,Anchored
2000-08-31,NA,105.3067,-5.4561667,Boarded,"Panjang Anchorage, Indonesia",IDN,IDN,1.174827798,105.3107202,-5.465997003,NA,Anchored
2000-09-01,NA,100.365,5.3863333,Attempted,"Inner Anchorage, Penang, Malaysia",MYS,MYS,1.754259651,100.3802189,5.39069245,NA,Anchored
2000-09-01,NA,46.3833,12.6,Attempted,Red Sea,YEM,YEM,90.32715143,46.31299889,13.41356029,NA,Steaming
2000-09-01,NA,117.1383,-0.5401667,Boarded,"Samarinda Muara Anchorage, Indonesia",IDN,IDN,33.74762115,117.2815048,-0.809177342,NA,Anchored
2000-09-02,NA,105.0333,0.9666667,Boarded,Indonesia,IDN,IDN,20.11466797,104.8527938,0.975490627,NA,Steaming
2000-09-02,NA,39.645,-4.0483333,Boarded,"Mombasa, Kenya",KEN,KEN,2.417621437,39.65007572,-4.069594008,NA,Anchored
2000-09-02,NA,104.9083,1.0666667,Boarded,Malacca Straits,IDN,IDN,8.982979189,104.8435165,1.018215236,NA,Steaming
2000-09-03,NA,91.8267,22.2383333,Attempted,"Chittagong, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,Anchored
2000-09-03,NA,31.023,-29.8753333,Boarded,"Durban, South Africa",ZAF,ZAF,1.06187343,31.01579837,-29.86809661,NA,Berthed
2000-09-04,NA,-77.205,-12.1283333,Boarded,"Callao, Peru",PER,PER,1.488871853,-77.20439316,-12.11488761,NA,Berthed
2000-09-05,NA,9.6667,4.0431667,Boarded,"Douala Port, Berth No.11, Cameroon",CMR,CMR,1.430647464,9.675629102,4.033840236,NA,Berthed
2000-09-07,NA,91.8267,22.2383333,Boarded,"Chittagong Roads, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,Anchored
2000-09-08,NA,106.9025,-6.0976667,Boarded,"Tanjung Priok, Djakarta, Indonesia",IDN,IDN,7.190381219,106.8377385,-6.102715753,NA,Anchored
2000-09-09,NA,105.7717,-2.58,Boarded,"Bangka Straits, Indonesia",IDN,IDN,11.49102019,105.7570907,-2.682875258,NA,Steaming
2000-09-11,NA,110.4377,1.5856667,Boarded,"Bintulu Anchorage, Sarawak, Malaysia",MYS,MYS,4.950592576,110.4655868,1.620550848,NA,Anchored
2000-09-12,NA,-57.5215,6.236,Boarded,"Everton Wharf, New Amsterdam, Guyana",GUY,GUY,3.386316759,-57.52891272,6.265709146,NA,Berthed
2000-09-13,NA,64.4,21.8833333,Attempted,Arabian Sea,PAK,PAK,364.4530056,64.64063561,25.16657136,NA,Steaming
2000-09-14,NA,3.3867,6.4416667,Boarded,"Lagos Roads, Nigeria",NGA,NGA,0.371343847,3.384938998,6.444525458,NA,Anchored
2000-09-14,NA,91.8267,22.2383333,Boarded,"Chittagong Anchorage, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,Anchored
2000-09-15,NA,80.305,13.1066667,Boarded,"Chennai Anchorage, India",IND,IND,0.951874563,80.31373132,13.10578034,NA,Anchored
2000-09-15,NA,102.4833,1.7666667,Attempted,"Tanjung Tohor, Malacca Straits",MYS,MYS,25.7707216,102.6862085,1.87905508,NA,Steaming
2000-09-15,NA,116.75,-1.4431667,Attempted,"Lawi Lawi, Indonesia",IDN,IDN,7.701803937,116.7397567,-1.374281508,NA,Anchored
2000-09-16,NA,104.9,1.0833333,Attempted,Indonesia,IDN,IDN,9.558663278,104.8435165,1.018215236,NA,Steaming
2000-09-16,NA,70.2203,23.0243333,Boarded,"Jetty 4, Kandla, India",IND,IND,2.981710221,70.23308353,23.00014883,NA,Berthed
2000-09-18,NA,108.1,7.0666667,Attempted,South China Sea,VNM,VNM,240.7240247,106.6557723,8.698879299,NA,Steaming
2000-09-18,NA,-80.0867,-2.52,Boarded,"Guayaquil, Ecuador",ECU,ECU,4.446084967,-80.05553138,-2.545179946,NA,Anchored
2000-09-18,NA,100.8483,13.1316667,Boarded,"Sri Racha, Thailand",THA,THA,4.914961008,100.8782658,13.09833405,NA,Anchored
2000-09-19,NA,-75.5237,10.3166667,Attempted,"Bania De Cartagena, Colombia",COL,COL,0.87743063,-75.52725176,10.30955638,NA,Steaming
2000-09-21,NA,102.5,1.7666667,Attempted,Malacca Straits,MYS,MYS,24.15956312,102.6862085,1.87905508,NA,Steaming
2000-09-21,NA,102.1833,2,Boarded,"Bontang Anchorage, Indonesia",MYS,MYS,23.93165928,102.1879989,2.216376044,NA,Anchored
2000-09-21,NA,105.3657,-5.5583,Boarded,"Tarahan Pulp Terminal, Indonesia",IDN,IDN,1.14166515,105.3759872,-5.557712498,NA,Berthed
2000-09-21,NA,102.8333,1.6383333,Attempted,"Tanjung Labuh, Malacca Straits",MYS,MYS,16.51776562,102.9345809,1.747544664,NA,Steaming
2000-09-21,NA,99.2682,4.9173,Boarded,Malacca Straits,MYS,MYS,108.5007795,100.1800236,5.27334219,NA,Steaming
2000-09-22,NA,102.3333,1.8583333,Boarded,Malacca Straits,MYS,MYS,30.61885265,102.5576278,2.018744208,NA,Steaming
2000-09-22,NA,102.3667,1.8166667,Attempted,"Pulau Undan, Malacca Straits",IDN,IDN,28.72329246,102.3381454,1.55849844,NA,Steaming
2000-09-23,NA,117.7569,3.2089,Attempted,"NW Kalimantan, Indonesia",IDN,IDN,11.93615215,117.6599227,3.255275783,NA,Steaming
2000-09-24,NA,118.0555,5.815,Boarded,"Sandakan, Malaysia",MYS,MYS,0.761401104,118.0588485,5.808986721,NA,Berthed
2000-09-24,NA,117.1383,-0.5401667,Boarded,"Samarinda Muara Berau, Indonesia",IDN,IDN,33.74762115,117.2815048,-0.809177342,NA,Anchored
2000-09-25,NA,104.9633,1.2833333,Hijacked,Indonesia,IDN,IDN,32.20435698,104.8435165,1.018215236,NA,Steaming
2000-09-25,NA,106.3,1.6666667,Boarded,Indonesia,IDN,IDN,118.097664,106.2378036,2.732855536,NA,Steaming
2000-09-25,NA,120.9428,14.5211667,Boarded,"Manila Bay, Philippines (Coded as Manila Port)",PHL,PHL,3.658996985,120.9703882,14.50189851,NA,Anchored
2000-09-25,NA,105.0567,1.09,Attempted,Indonesia,IDN,IDN,25.01997062,104.8435165,1.018215236,NA,Steaming
2000-09-26,NA,104.9083,1.26,Attempted,Indonesia,IDN,IDN,27.5739048,104.8300887,1.02338288,NA,Steaming
2000-09-26,NA,102.2833,1.9333333,Attempted,"Pulau Undan, Malacca Straits",MYS,MYS,25.03344369,102.3486434,2.149969794,NA,Steaming
2000-09-26,NA,102.6167,1.7833333,Attempted,"Tanjung Tohor, Malacca Straits",MYS,MYS,12.46904871,102.6993921,1.85944245,NA,Steaming
2000-09-27,NA,108.1167,0.05,Attempted,Indonesia,IDN,IDN,95.02710032,108.9287216,0.315090236,NA,Steaming
2000-09-28,NA,0.007,5.6258333,Boarded,"Tema Anchorage, Ghana",GHA,GHA,3.061197502,0.034515821,5.628363348,NA,Anchored
2000-09-28,NA,80.355,13.0833333,Boarded,"Chennai, India",IND,IND,5.118155025,80.31373132,13.10578034,NA,Berthed
2000-09-28,NA,106.9533,-5.39,Attempted,Indonesia,IDN,IDN,58.85461533,107.0444442,-5.914320571,NA,Steaming
2000-09-29,NA,127.3083,8.0333333,Attempted,"50m off Mindanao, Philippines",PHL,PHL,87.20719604,126.5828557,7.719427802,NA,Steaming
2000-09-29,NA,102.2233,1.9116667,Attempted,Malacca Straits,MYS,IDN,29.81271316,102.3486434,2.149969794,NA,Steaming
2000-10-01,NA,103.5732,1.2191667,Boarded,Singapore Straits,MYS,SGP,8.495061694,103.516368,1.270453192,NA,Anchored
2000-10-01,NA,102.375,1.92,Attempted,Malacca Straits,MYS,MYS,22.94627175,102.4890243,2.092922268,NA,Steaming
2000-10-01,NA,101.4547,1.6855,Boarded,"Dumai Anchorage, Indonesia",IDN,IDN,4.051521376,101.4270126,1.709295966,NA,Anchored
2000-10-01,NA,96.2593,16.6461667,Attempted,"Yangon, Myanmar",MMR,MMR,0.652287819,96.2615666,16.64069245,NA,Anchored
2000-10-02,NA,91.5462,22.231,Attempted,"16m NW of Patenga Point, Chittagong, Bangladesh",BGD,BGD,18.78699914,91.50751922,22.39679659,NA,Steaming
2000-10-02,NA,101.6833,2.36,Attempted,Malacca Straits,MYS,MYS,20.52890544,101.8581649,2.419419664,NA,Steaming
2000-10-03,NA,91.5454,22.5081,Boarded,"Bauria Ghat Snadwip Island, Bangladesh",BGD,BGD,3.496795172,91.55636063,22.47821017,NA,Steaming
2000-10-03,NA,102.25,1.9583333,Boarded,Malacca Straits,MYS,MYS,23.863308,102.3486434,2.149969794,NA,Steaming
2000-10-03,NA,100.85,13.1383333,Boarded,"Kosichang Anchorage, Thailand",THA,THA,5.382946684,100.8782658,13.09833405,NA,Anchored
2000-10-03,NA,91.8267,22.2383333,Boarded,"Chittagong Anchorage C, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,Anchored
2000-10-04,NA,-80.0867,-2.52,Attempted,"Guayaquil, Ecuador",ECU,ECU,4.446084967,-80.05553138,-2.545179946,NA,Steaming
2000-10-04,NA,113.7,16.4833333,Attempted,South China Sea,CHN,CHN,104.6415176,112.736827,16.6602237,NA,Steaming
2000-10-04,NA,113.7,16.4833333,Attempted,South China Sea,CHN,CHN,104.6415176,112.736827,16.6602237,NA,Steaming
2000-10-05,NA,106.8967,-6.051,Boarded,"Jakarta Anchorage, Indonesia",IDN,IDN,8.678054501,106.8377385,-6.102715753,NA,Anchored
2000-10-06,NA,91.8267,22.2383333,Boarded,"Chittagong, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,Anchored
2000-10-06,NA,118.1117,5.82,Boarded,"Sandakan, Malaysia",MYS,MYS,1.80321559,118.0959579,5.82416413,NA,Anchored
2000-10-06,NA,102.5167,1.75,Attempted,Malacca Straits,MYS,MYS,23.65056195,102.6862085,1.87905508,NA,Steaming
2000-10-07,NA,43.0653,14.644,Attempted,Red Sea,YEM,YEM,7.079615677,43.00098718,14.65717194,NA,Steaming
2000-10-09,NA,-70.03,18.4188333,Boarded,"Rio Haina, Dominican Republic",DOM,DOM,1.640362846,-70.01659095,18.41136302,NA,Berthed
2000-10-09,NA,105.505,3.155,Attempted,Indonesia,IDN,IDN,22.96816291,105.6887313,3.059963283,NA,Steaming
2000-10-09,NA,120.9428,14.5211667,Boarded,"Manila Anchorage, Philippines",PHL,PHL,3.658996985,120.9703882,14.50189851,NA,Anchored
2000-10-11,NA,125.6537,7.105,Attempted,"Davao, Mindanao Island, Philippines",PHL,PHL,0.889821462,125.6461695,7.107855536,NA,Anchored
2000-10-12,NA,-80.0867,-2.52,Attempted,"Guayaquil, Ecuador",ECU,ECU,4.446084967,-80.05553138,-2.545179946,NA,Anchored
2000-10-12,NA,42.7883,14.1466667,Attempted,Red Sea,YEM,YEM,8.609871634,42.76758874,14.07151927,NA,Steaming
2000-10-12,NA,43.3217,12.6,Attempted,Southern Tip of Red Sea,YEM,DJI,9.697789133,43.3927515,12.65306224,NA,Steaming
2000-10-12,NA,86.1033,5.7766667,Attempted,Indian Ocean,LKA,NA,485.1753548,81.83155358,6.765366929,NA,Steaming
2000-10-12,NA,44.9893,12.7906667,Explosion,"Aden Anchorage, Yemen",YEM,YEM,1.165484003,44.98096764,12.79730866,NA,Moored
2000-10-13,NA,91.7017,22.1366667,Attempted,"Chittagong Anchorage, Bangladesh",BGD,BGD,12.32237483,91.81934655,22.15595124,NA,Steaming
2000-10-15,NA,-4,5.2931667,Boarded,"Abidjan, Ivory Coast",CIV,CIV,1.268660948,-3.999623176,5.30463288,NA,Berthed
2000-10-16,NA,96.4717,5.7633333,Attempted,"Northern Coast, Sumatra, Indonesia",IDN,IDN,58.36867452,96.46631921,5.235541083,NA,Steaming
2000-10-18,NA,70.2203,23.0243333,Boarded,"Kandla, India",IND,IND,2.981710221,70.23308353,23.00014883,NA,Berthed
2000-10-18,NA,80.305,13.1066667,Attempted,"Chennai, India",IND,IND,0.951874563,80.31373132,13.10578034,NA,Anchored
2000-10-21,NA,103.8572,1.1983333,Hijacked,"Anchorage between Singapore and Batam Island, Singapore Straits (Measured halfway between ports in the shipping lane. Coastal state could fall under Singapore or Indonesia, but coding for Indonesia)",SGP,SGP,7.783088412,103.8388778,1.266262111,NA,Anchored
2000-10-21,NA,117.4742,0.0895,Boarded,"Bontang Anchorage, Indonesia",IDN,IDN,0.458609352,117.4755966,0.085598049,NA,Anchored
2000-10-22,NA,91.8267,22.2383333,Boarded,"Chittagong Anchorage, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,Anchored
2000-10-23,NA,89.5917,22.4425,Boarded,"Mooring Buoy, Chittagong, Bangladesh",BGD,BGD,12.32453622,89.62647546,22.33600495,NA,Anchored
2000-10-23,NA,42.9667,13.3333333,Attempted,"17m off Ras Fatuna, Red Sea",YEM,YEM,28.6576674,43.22632897,13.28388093,NA,Steaming
2000-10-24,NA,106.8833,20.64,Boarded,"Haiphong Anchorage, Vietnam",VNM,VNM,9.072476433,106.8059188,20.67755768,NA,Anchored
2000-10-24,NA,91.7467,22.1983333,Boarded,"Chittagong Anchorage B Area, Bangladesh",BGD,BGD,6.050153752,91.78711999,22.2379418,NA,Anchored
2000-10-25,NA,91.8267,22.2383333,Boarded,"RM-No.3 Terminal, Chittagong, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,Berthed
2000-10-25,NA,43.2833,12.7166667,Attempted,"Bab El-Mandeb, Red Sea",YEM,YEM,12.87244474,43.39014733,12.66632722,NA,Steaming
2000-10-25,NA,103.7033,0.7466667,Boarded,Malacca Straits,IDN,IDN,2.074169009,103.7133895,0.762437242,NA,Steaming
2000-10-25,NA,125.6537,7.105,Attempted,"Davao, Mindanao Island, Philippines",PHL,PHL,0.889821462,125.6461695,7.107855536,NA,Anchored
2000-10-25,NA,102.4983,9.2133333,Boarded,South China Sea,KHM,KHM,172.8900132,103.3234969,10.54515209,NA,Steaming
2000-10-26,NA,103.1833,1.45,Attempted,Malacca Straits,MYS,MYS,17.91832988,103.2060653,1.610419012,NA,Steaming
2000-10-26,NA,102.7667,1.7166667,Attempted,Malacca Straits,MYS,MYS,14.70214097,102.7387801,1.846625067,NA,Steaming
2000-10-27,NA,-79.9045,9.3516667,Attempted,"Cristobal, Panama",PAN,PAN,0.709578986,-79.90025794,9.346828518,NA,Anchored
2000-10-29,NA,104.6333,-5.55,Boarded,"Teluk Semangka, Indonesia",IDN,IDN,5.855514584,104.6422632,-5.497816665,NA,Anchored
2000-10-29,NA,117.1383,-0.5401667,Boarded,"Samarinda Anchorage, Indonesia",IDN,IDN,33.74762115,117.2815048,-0.809177342,NA,Anchored
2000-10-30,NA,-80.0867,-2.52,Boarded,"Guayaquil pilot boarding grounds, Ecuador",ECU,ECU,4.446084967,-80.05553138,-2.545179946,NA,Steaming
2000-10-30,NA,105.3167,-5.5166667,Boarded,"Tarahan Anchorage, Indonesia",IDN,IDN,5.64232456,105.3107202,-5.465997003,NA,Anchored
2000-10-30,NA,103.4067,-0.5166667,Attempted,"Kuala Enok, Indonesia",IDN,IDN,0.970213873,103.4016219,-0.509535415,NA,Anchored
2000-10-30,NA,91.8267,22.2383333,Attempted,"Chittagong, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,Berthed
2000-10-31,NA,94.0787,14.3401667,Attempted,Myanmar,MMR,MMR,70.95169214,93.6904403,14.85809968,NA,Steaming
2000-11-01,NA,90.3483,22.8569,Boarded,"Elisha River, Bangladesh",BGD,BGD,9.220674023,90.4079696,22.7946638,NA,Anchored
2000-11-01,NA,90.3483,22.8569,Boarded,"Elisha River, Bangladesh",BGD,BGD,9.220674023,90.4079696,22.7946638,NA,Anchored
2000-11-01,NA,89.1257,22.927,Boarded,"Klabadar River, Bangladesh (Kodabak river used)",BGD,BGD,78.69172017,89.47575931,22.29507071,NA,Anchored
2000-11-03,NA,118.0555,5.815,Boarded,"Sandakan Anchorage, Malaysia",MYS,MYS,0.761401104,118.0588485,5.808986721,NA,Anchored
2000-11-03,NA,99.4167,4.0666667,Attempted,Malacca Straits,IDN,IDN,63.27092244,99.17976094,3.546337688,NA,Steaming
2000-11-04,NA,109.6833,-3.2833333,Attempted,Indonesia,IDN,IDN,70.7776236,110.240245,-2.973077081,NA,Steaming
2000-11-04,NA,106.9025,-6.0976667,Boarded,"Tanjung Priok, Indonesia",IDN,IDN,7.190381219,106.8377385,-6.102715753,NA,Anchored
2000-11-04,NA,9.5083,0.2863333,Boarded,"Owendo, Gabon",GAB,GAB,0.752482062,9.505056186,0.292303778,NA,Anchored
2000-11-05,NA,102.5333,1.765,Boarded,Malacca Straits,MYS,MYS,21.1778621,102.6862085,1.87905508,NA,Steaming
2000-11-05,NA,-13.745,9.175,Boarded,"Conakry, Guinea",GIN,GIN,36.67229748,-13.7224015,9.505804755,NA,Anchored
2000-11-05,NA,102.3867,1.825,Boarded,Malacca Straits,MYS,MYS,28.51556392,102.5688583,2.006415106,NA,Steaming
2000-11-05,NA,125.6537,7.105,Attempted,"Davao, Mindanao Island, Philippines",PHL,PHL,0.889821462,125.6461695,7.107855536,NA,Anchored
2000-11-05,NA,125.6537,7.105,Attempted,"Davao, Mindanao Island, Philippines",PHL,PHL,0.889821462,125.6461695,7.107855536,NA,Anchored
2000-11-06,NA,97.3983,10.5783333,Attempted,Myanmar,MMR,MMR,55.42130909,97.89625085,10.4875349,NA,Steaming
2000-11-06,NA,102.3167,1.9416667,Boarded,Malacca Straits,MYS,MYS,23.30578465,102.3486434,2.149969794,NA,Steaming
2000-11-06,NA,-13.745,9.175,Hijacked,"20m off the Guinean Coast, Conakry, Guinea",GIN,GIN,36.67229748,-13.7224015,9.505804755,NA,Steaming
2000-11-06,NA,3.3867,6.4416667,Boarded,"Lagos, Nigeria",NGA,NGA,0.371343847,3.384938998,6.444525458,NA,Anchored
2000-11-06,NA,-4,5.2931667,Boarded,"Abidjan, Ivory Coast",CIV,CIV,1.268660948,-3.999623176,5.30463288,NA,Anchored
2000-11-07,NA,-70.03,18.4188333,Boarded,"Rio Haina, Dominican Republic",DOM,DOM,1.640362846,-70.01659095,18.41136302,NA,Berthed
2000-11-08,NA,-80.0867,-2.52,Boarded,"Guayaquil, Ecuador",ECU,ECU,4.446084967,-80.05553138,-2.545179946,NA,Anchored
2000-11-09,NA,102.45,1.7666667,Boarded,Malacca Straits,IDN,IDN,26.00160139,102.3489689,1.55463288,NA,Steaming
2000-11-09,NA,91.7333,22.25,Boarded,"Chittagong A Anchorage, Bangladesh",BGD,BGD,4.115657478,91.77165775,22.26032136,NA,Anchored
2000-11-09,NA,80.305,13.1066667,Boarded,"Chennai, India",IND,IND,0.951874563,80.31373132,13.10578034,NA,Anchored
2000-11-10,NA,8.4842,3.8335,Hijacked,Equatorial Guinea,GNQ,GNQ,23.53006153,8.667165561,3.726263739,NA,Steaming
2000-11-11,NA,76.05,10,Boarded,"Cochin, India",IND,IND,18.2491006,76.21461022,10.02448151,NA,Anchored
2000-11-12,NA,106.9025,-6.0976667,Boarded,"Tanjung Priok, Indonesia",IDN,IDN,7.190381219,106.8377385,-6.102715753,NA,Berthed
2000-11-12,NA,89.5858,22.4855,Boarded,"Mongla, Bangladesh",BGD,BGD,17.07600142,89.62647546,22.33600495,NA,Anchored
2000-11-13,NA,109.0244,-7.7307,Boarded,"Cilcap CIB No.2, Indonesia",IDN,IDN,0.377205864,109.0212508,-7.732028904,NA,Berthed
2000-11-14,NA,90.6963,22.8329,Boarded,"Padma River, Bangladesh",BGD,BGD,3.292390647,90.67823327,22.80833568,NA,Steaming
2000-11-14,NA,62.7333,11.06,Attempted,Arabian Sea,YEM,NA,907.9073558,54.54029382,12.55023835,NA,Steaming
2000-11-14,NA,91.8275,22.2394,Boarded,"Anowara Thana, Bangladesh",BGD,BGD,0.770800142,91.83472741,22.23761628,NA,Anchored
2000-11-14,NA,77.0427,8.095,Boarded,"Off Cape Comorin, India",IND,IND,21.73112792,77.1287541,8.271795966,NA,Steaming
2000-11-15,NA,91.8267,22.2383333,Attempted,"Chittagong A Anchorage, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,Steaming
2000-11-15,NA,91.8267,22.2383333,Boarded,"Vott Veg Oil Terminal, Jetty No.3, Chittagong, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,Berthed
2000-11-16,NA,102.15,1.1,Attempted,Malacca Straits (Coordinates are located inland),IDN,IDN,4.822644883,102.1931258,1.104234117,NA,Steaming
2000-11-16,NA,49.7,2.35,Attempted,80m off Somalia Coast,SOM,SOM,301.9097432,47.48926843,3.936346747,NA,Steaming
2000-11-17,NA,91.765,22.17,Boarded,"Chittagong, Bangladesh",BGD,BGD,5.080661776,91.81299889,22.18032461,NA,Anchored
2000-11-18,NA,104.1167,1.2666667,Attempted,"Very close to Changi Airport, Singapore",IDN,IDN,8.661707588,104.1032007,1.189520575,NA,Steaming
2000-11-19,NA,105.3067,-5.4561667,Boarded,"Panjang Pilot Station, Indonesia",IDN,IDN,1.174827798,105.3107202,-5.465997003,NA,Anchored
2000-11-20,NA,102.5292,1.7403333,Boarded,Malacca Straits,MYS,MYS,23.06622622,102.6993921,1.85944245,NA,Steaming
2000-11-22,NA,76.2167,8.8166667,Boarded,India,IND,IND,37.14712223,76.52149499,8.961330471,NA,Steaming
2000-11-23,NA,95.2833,5.7333333,Attempted,"Pulau WE, Indonesia",IDN,IDN,6.179775215,95.30274499,5.785711981,NA,Steaming
2000-11-24,NA,-46.305,-23.98,Boarded,"Santos Roads, Brazil",BRA,BRA,1.365145238,-46.29161536,-23.9791806,NA,Anchored
2000-11-25,NA,40.6717,-14.5381667,Boarded,"Nacala, Mozambique",MOZ,MOZ,1.727156959,40.66529382,-14.52385833,NA,Berthed
2000-11-25,NA,91.8267,22.2383333,Boarded,"Chittagong, Bangladesh",BGD,BGD,0.8313377,91.83472741,22.23761628,NA,Anchored
2000-11-25,NA,56.465,23.0583333,Attempted,"Kalba Breakwater, UAE (Coordiantes located inland in Oman)",OMN,OMN,121.4369751,57.15154056,23.95355866,NA,Anchored
2000-11-26,NA,44.8667,12.2833333,Attempted,Somalia,YEM,YEM,49.42609807,44.88135827,12.72988516,NA,Steaming
2000-11-30,NA,105.3067,-5.4561667,Boarded,"Panjang Anchorage, Indonesia",IDN,IDN,1.174827798,105.3107202,-5.465997003,NA,Anchored
2000-11-30,NA,102.5667,1.7,Boarded,Malacca Straits,MYS,MYS,22.99588876,102.6993921,1.85944245,NA,Steaming
2000-12-01,NA,9.5083,0.2863333,Boarded,"Owendo, Gabon",GAB,GAB,0.752482062,9.505056186,0.292303778,NA,Berthed
2000-12-02,NA,-50.1683,-0.0566667,Boarded,"Fazendinha Anchorage, Santana, Brazil (Coded as Santana Port)",BRA,BRA,9.530253762,-50.174672,0.029282945,NA,Anchored
2000-12-05,NA,39.645,-4.0483333,Boarded,"Mombasa, Kenya",KEN,KEN,2.417621437,39.65007572,-4.069594008,NA,Berthed
2000-12-07,NA,117.5265,-0.1,Boarded,"Santan, Indonesia",IDN,IDN,3.978096129,117.5073348,-0.069634698,NA,Anchored
2000-12-08,NA,102.3667,1.9,Attempted,Malacca Straits,MYS,MYS,24.97217603,102.5576278,2.018744208,NA,Steaming
2000-12-08,NA,108.25,0.3,Attempted,Indonesia,IDN,IDN,74.81676888,108.9209091,0.340277411,NA,Steaming
2000-12-08,NA,102.6228,1.7751667,Attempted,Malacca Straits,MYS,MYS,12.62790047,102.6993921,1.85944245,NA,Steaming
2000-12-09,NA,39.645,-4.0483333,Boarded,"Kipevu Oil Terminal, Mombasa, Kenya",KEN,KEN,2.417621437,39.65007572,-4.069594008,NA,Berthed
2000-12-10,NA,103.4762,1.1095,Boarded,Indonesia,IDN,IDN,8.705432976,103.428396,1.047186591,NA,Anchored
2000-12-10,NA,76.05,10,Boarded,"Cochin, India",IND,IND,18.2491006,76.21461022,10.02448151,NA,Anchored
