"year","ISO","ISO_No","Country_N","Adm_N","GID_1","HASC","PWC_Lat","PWC_Lon","Pop","Density","Area","PWD_A","PWD_G","PWD_M","PWD_D1","PWD_D2","PWD_D3","PWD_D4","PWD_D5","PWD_D6","PWD_D7","PWD_D8","PWD_D9","PWD_D10"
"2020","AGO","24","Angola","Zaire","AGO.18_1","AO.ZA","-6.34709072113037","13.3718156814575","720116","19.6","36798.1","311.6","87.7","70.5","8.5","17.1","26.0","40.5","70.5","169.6","424.7","670.1","993.8","1563.6"
"2020","ATG","28","Antigua and Barbuda","Barbuda","ATG.1_1","AG.BB","17.6297988891602","-61.8079872131348","1993","12.6","158.2","77.3","29.5","26.4","5.1","6.8","8.5","12.3","26.4","40.3","87.4","198.4","244.0","244.0"
"2020","ATG","28","Antigua and Barbuda","Saint George","ATG.3_1","AG.GE","17.1262798309326","-61.7974090576172","10674","378.4","28.2","450.3","420.6","472.5","263.3","321.0","381.1","405.6","472.5","488.4","520.7","571.0","639.7","745.0"
"2020","ATG","28","Antigua and Barbuda","Saint John","ATG.4_1","AG.JO","17.1209316253662","-61.8358993530273","60238","835.4","72.1","1341.6","1092.6","1018.5","516.8","661.7","743.7","857.3","1018.5","1278.2","1726.6","2496.5","2716.4","2728.3"
"2020","ATG","28","Antigua and Barbuda","Saint Mary","ATG.5_1","AG.MA","17.0588359832764","-61.8648071289062","7995","123.9","64.5","243.5","188.7","227.7","48.1","94.8","160.0","185.9","227.7","289.8","330.1","411.3","437.4","463.3"
"2020","ATG","28","Antigua and Barbuda","Saint Paul","ATG.6_1","AG.PA","17.0335922241211","-61.7761344909668","8830","182.9","48.3","309.9","251.0","311.8","83.0","133.6","205.4","252.2","311.8","358.1","400.3","432.0","540.7","672.8"
"2020","ATG","28","Antigua and Barbuda","Saint Peter","ATG.7_1","AG.PE","17.0925102233887","-61.7696495056152","4990","135.2","36.9","227.1","184.8","209.3","62.7","107.1","130.4","158.3","209.3","287.3","319.0","367.1","400.8","402.9"
"2020","ATG","28","Antigua and Barbuda","Saint Philip","ATG.8_1","AG.PH","17.0734176635742","-61.7120208740234","3204","68.9","46.5","121.2","93.0","113.3","31.5","47.1","55.6","79.5","113.3","125.4","137.3","198.3","287.7","298.2"
"2020","AZE","31","Azerbaijan","Absheron","AZE.1_1","NA","40.4331283569336","49.8023681640625","3178658","510.3","6228.6","5998.6","3101.5","4570.2","368.6","1015.4","2351.2","3563.8","4570.2","5937.5","7904.0","9213.2","12699.0","25664.5"
"2020","AZE","31","Azerbaijan","Aran","AZE.2_1","NA","40.1005516052246","47.9908866882324","1984933","92.0","21567.6","567.8","206.3","204.3","31.3","63.0","102.7","148.1","204.3","280.2","378.2","566.5","1219.4","6634.2"
"2020","AZE","31","Azerbaijan","Daglig-Shirvan","AZE.3_1","NA","40.6271781921387","48.4609794616699","319345","53.4","5975.5","300.9","100.0","65.0","23.8","30.1","38.2","48.2","65.0","96.4","163.0","350.0","949.6","2691.9"
"2020","AZE","31","Azerbaijan","Ganja-Qazakh","AZE.4_1","NA","40.7997131347656","46.0246658325195","1263459","106.5","11864.5","2082.7","446.3","364.6","37.6","79.4","148.6","233.9","364.6","581.1","1057.0","3839.1","8344.6","12740.7"
"2020","AZE","31","Azerbaijan","Kalbajar-Lachin","AZE.5_1","NA","39.695743560791","46.4322509765625","250555","44.0","5698.8","81.2","58.3","53.1","22.0","27.2","34.4","42.5","53.1","69.0","92.1","124.4","180.3","649.4"
"2020","AZE","31","Azerbaijan","Lankaran","AZE.6_1","NA","38.8945007324219","48.6370124816895","925518","169.3","5465.9","475.7","303.2","358.0","67.1","103.7","160.6","240.8","358.0","519.3","670.0","842.0","1036.3","2039.6"
"2020","AZE","31","Azerbaijan","Nakhchivan","AZE.7_1","NA","39.2805824279785","45.381519317627","418850","77.8","5383.4","2452.1","397.1","326.2","21.6","57.9","123.6","214.3","326.2","503.4","798.2","5093.3","9924.3","13279.1"
"2020","AZE","31","Azerbaijan","Quba-Khachmaz","AZE.8_1","NA","41.3850898742676","48.6219215393066","544131","73.3","7420.7","340.8","150.7","141.8","28.3","39.8","59.3","91.6","141.8","203.4","323.5","565.1","1083.7","2062.6"
"2020","AZE","31","Azerbaijan","Shaki-Zaqatala","AZE.9_1","NA","41.2932090759277","47.0297966003418","616120","70.3","8766.0","249.4","126.7","121.9","29.9","41.2","56.2","79.8","121.9","169.5","242.8","353.2","703.2","1722.4"
"2020","AZE","31","Azerbaijan","Yukhari-Karabakh","AZE.10_1","NA","39.8398933410645","46.9878616333008","637601","86.8","7348.1","693.4","218.2","207.1","34.0","53.3","82.7","131.8","207.1","300.2","470.1","842.6","1513.8","7577.1"
"2020","ARG","32","Argentina","Buenos Aires","ARG.1_1","AR.BA","-35.0908737182617","-58.8099517822266","18006323","58.8","306401.8","5518.4","2778.7","4915.2","386.3","1187.0","2207.5","3555.8","4915.2","6048.1","7353.7","8635.2","11213.1","25385.7"
"2020","ARG","32","Argentina","Catamarca","ARG.2_1","AR.CT","-28.2341194152832","-65.9803009033203","408245","4.0","102071.4","1477.4","286.8","710.5","3.3","27.0","114.4","337.6","710.5","1282.5","2054.0","3199.2","4313.1","5328.8"
"2020","ARG","32","Argentina","Chaco","ARG.3_1","AR.CC","-27.0445365905762","-59.9059066772461","1139752","11.4","99983.1","1795.3","466.5","1284.6","4.6","53.7","336.8","756.4","1284.6","1975.1","2709.6","3471.7","4566.8","5878.7"
"2020","ARG","32","Argentina","Chubut","ARG.4_1","AR.CH","-44.1775588989258","-67.0616149902344","648707","2.9","223097.8","1726.4","539.8","1639.5","10.4","142.9","540.6","982.9","1639.5","2085.1","2608.3","3205.7","3790.5","4700.5"
"2020","ARG","32","Argentina","Ciudad de Buenos Aires","ARG.5_1","AR.DF","-34.6138877868652","-58.4442710876465","3093430","14663.3","211.0","17462.7","16063.3","15275.8","10101.4","11453.7","12658.8","13846.7","15275.8","17534.6","19651.9","25278.2","29333.4","34585.8"
"2020","ARG","32","Argentina","Córdoba","ARG.6_1","AR.CB","-31.7654228210449","-63.9768943786621","3604873","22.6","159600.1","2028.5","649.5","1205.5","18.3","166.6","440.9","776.4","1205.5","1843.7","2728.2","4268.6","5429.4","7423.6"
"2020","ARG","32","Argentina","Corrientes","ARG.7_1","AR.CN","-28.3569221496582","-58.3323822021484","1059845","12.0","88523.8","2150.5","491.2","1203.5","5.5","55.8","274.8","647.7","1203.5","1886.8","2996.2","4578.3","6164.6","7721.4"
"2020","ARG","32","Argentina","Entre Ríos","ARG.8_1","AR.ER","-31.9016723632812","-59.2191123962402","1325311","17.1","77551.3","1110.9","320.1","697.4","7.6","39.3","171.8","412.7","697.4","1108.6","1589.4","2169.1","2903.0","4490.3"
"2020","ARG","32","Argentina","Formosa","ARG.9_1","AR.FM","-25.6042785644531","-58.8162002563477","600026","7.9","75961.3","1503.0","260.1","784.8","2.2","11.0","86.3","337.5","784.8","1360.4","2209.3","3369.0","4180.3","5377.3"
"2020","ARG","32","Argentina","Jujuy","ARG.10_1","AR.JY","-24.038969039917","-65.1677703857422","753282","14.1","53332.1","1879.2","534.5","1210.0","15.4","78.2","288.9","636.7","1210.0","1927.0","2622.0","3584.3","4957.5","7264.9"
"2020","ARG","32","Argentina","La Pampa","ARG.11_1","AR.LP","-36.3708953857422","-64.3106460571289","342907","2.4","142133.1","949.9","165.4","439.1","1.5","9.6","68.5","233.0","439.1","771.6","1364.7","2263.3","2839.7","3383.1"
"2020","ARG","32","Argentina","La Rioja","ARG.12_1","AR.LR","-29.5349769592285","-66.9291915893555","392856","4.3","91145.1","1416.5","332.4","981.8","3.1","42.3","184.0","524.9","981.8","1610.6","2145.2","2873.4","3669.4","4734.2"
"2020","ARG","32","Argentina","Mendoza","ARG.13_1","AR.MZ","-33.2780342102051","-68.7100067138672","1932384","13.0","148621.0","2037.6","738.8","1288.7","45.1","195.0","473.2","820.3","1288.7","1889.9","2971.8","3952.6","5588.5","7483.5"
"2020","ARG","32","Argentina","Misiones","ARG.14_1","AR.MN","-27.0644569396973","-55.1546783447266","1280966","42.7","29966.2","1647.6","530.0","1099.7","16.3","64.8","311.2","704.7","1099.7","1617.3","2136.8","3082.1","4185.5","6567.5"
"2020","ARG","32","Argentina","Neuquén","ARG.15_1","AR.NQ","-38.8677291870117","-69.0304107666016","659162","7.1","93410.0","1385.5","381.7","977.1","4.7","64.6","258.4","562.2","977.1","1577.9","2181.0","2773.4","3454.2","4260.4"
"2020","ARG","32","Argentina","Río Negro","ARG.16_1","AR.RN","-39.8494567871094","-67.8302917480469","748000","3.7","201640.2","1140.3","349.0","828.7","9.0","79.3","258.5","526.6","828.7","1166.2","1626.9","2250.5","2787.9","4561.3"
"2020","ARG","32","Argentina","Salta","ARG.17_1","AR.SA","-24.3579750061035","-64.9360275268555","1389612","8.9","155927.6","1858.5","444.3","1190.8","5.3","51.3","238.9","613.1","1190.8","1816.5","2801.3","3873.3","4991.7","6670.2"
"2020","ARG","32","Argentina","San Juan","ARG.18_1","AR.SJ","-31.4982852935791","-68.5265960693359","759561","8.6","88377.8","1879.1","690.5","1522.6","38.3","171.5","423.9","838.9","1522.6","2310.4","3142.5","3632.7","4159.2","5172.1"
"2020","ARG","32","Argentina","San Luis","ARG.19_1","AR.SL","-33.296802520752","-65.8833465576172","519000","6.8","75841.1","1181.4","341.9","802.8","7.1","63.1","234.4","467.5","802.8","1184.5","1681.8","2373.4","3174.6","4011.2"
"2020","ARG","32","Argentina","Santa Cruz","ARG.20_1","AR.SC","-49.047966003418","-69.318977355957","410143","1.7","238847.5","1033.3","140.7","527.8","0.7","3.4","44.7","244.0","527.8","966.5","1485.7","2208.7","3005.1","3716.3"
"2020","ARG","32","Argentina","Santa Fe","ARG.21_1","AR.SF","-32.1651840209961","-60.8600158691406","3422654","25.9","132350.7","1905.1","663.7","1261.1","21.9","170.8","456.6","817.2","1261.1","1814.9","2693.4","3903.7","4951.6","6387.4"
"2020","ARG","32","Argentina","Santiago del Estero","ARG.22_1","AR.SE","-27.8152236938477","-63.9239730834961","956382","7.0","136558.3","1465.3","241.0","712.4","1.8","10.1","69.0","296.0","712.4","1286.5","2295.0","3148.0","4253.5","5585.0"
"2020","ARG","32","Argentina","Tierra del Fuego","ARG.23_1","AR.TF","-54.2153244018555","-67.9248123168945","163446","8.0","20390.6","1600.5","509.6","1417.1","6.3","132.5","518.5","967.7","1417.1","1947.9","2467.4","2942.8","3416.6","4533.2"
"2020","ARG","32","Argentina","Tucumán","ARG.24_1","AR.TM","-26.9458694458008","-65.285758972168","1578897","70.1","22528.5","3283.1","1204.3","2233.4","57.5","244.8","664.8","1303.7","2233.4","3339.1","5275.7","7002.0","7960.8","9323.1"
"2020","AUT","40","Austria","Burgenland","AUT.1_1","AT.BU","47.5851058959961","16.4790000915527","301470","79.1","3809.8","339.6","178.1","212.0","27.8","50.8","84.3","140.9","212.0","308.6","429.5","588.6","859.0","1642.6"
"2020","AUT","40","Austria","Kärnten","AUT.2_1","AT.KA","46.6943740844727","14.1092853546143","568753","61.0","9321.8","630.4","227.8","243.0","24.3","52.4","88.2","139.2","243.0","418.9","713.6","1262.7","2048.7","2968.3"
"2020","AUT","40","Austria","Niederösterreich","AUT.3_1","AT.NO","48.1993026733398","15.9266538619995","1765818","91.7","19263.8","598.5","273.9","343.5","33.3","70.2","137.4","227.9","343.5","496.2","695.1","982.4","1490.4","5165.7"
"2020","AUT","40","Austria","Oberösterreich","AUT.4_1","AT.OO","48.1922187805176","14.0065641403198","1488582","124.1","11991.6","893.0","360.1","371.5","50.5","79.5","131.1","222.2","371.5","634.2","1019.4","1649.0","2642.9","4122.1"
"2020","AUT","40","Austria","Salzburg","AUT.5_1","AT.SZ","47.6400527954102","13.0757884979248","561580","78.5","7156.6","1146.5","424.6","556.7","35.9","94.4","172.5","317.2","556.7","904.1","1465.0","2434.3","3543.6","4180.0"
"2020","AUT","40","Austria","Steiermark","AUT.6_1","AT.ST","47.1342658996582","15.3299875259399","1268908","77.6","16344.3","1121.9","365.6","398.9","40.9","73.3","119.2","216.0","398.9","696.5","1156.8","2343.8","3944.3","4636.8"
"2020","AUT","40","Austria","Tirol","AUT.7_1","AT.TR","47.2888717651367","11.5691118240356","768171","61.2","12547.4","1096.2","369.8","479.6","25.9","76.8","161.4","283.1","479.6","769.1","1246.4","1982.9","3381.2","4985.7"
"2020","AUT","40","Austria","Vorarlberg","AUT.8_1","AT.VO","47.3518486022949","9.73446178436279","393204","154.9","2538.5","1241.7","688.1","1075.9","85.7","230.4","472.0","805.3","1075.9","1417.2","1720.0","2103.8","2615.0","4478.7"
"2020","AUT","40","Austria","Wien","AUT.9_1","AT.WI","48.2077369689941","16.379789352417","1889911","4531.3","417.1","6356.9","5796.3","7064.2","3252.5","4729.1","5685.0","6476.8","7064.2","7494.4","7816.3","8061.1","8273.1","8627.9"
"2020","BHS","44","Bahamas","Acklins","BHS.1_1","BS.AK","22.4607582092285","-74.0099563598633","688","1.3","521.9","1.7","1.5","1.4","0.9","1.0","1.1","1.2","1.4","1.5","1.7","2.0","2.6","8.5"
"2020","BHS","44","Bahamas","Berry Islands","BHS.2_1","BS.BR","25.6510448455811","-77.8559036254883","879","11.3","77.7","29.2","18.4","18.3","4.7","5.7","7.2","12.2","18.3","37.5","47.4","56.1","74.7","78.1"
"2020","BHS","44","Bahamas","Biminis","BHS.3_1","BS.BI","25.6117000579834","-79.3063278198242","2206","48.1","45.9","173.5","114.8","206.2","19.7","32.9","80.2","174.1","206.2","229.5","242.0","261.4","291.2","339.8"
"2020","BHS","44","Bahamas","Black Point","BHS.4_1","BS.BP","24.0592250823975","-76.3664398193359","536","8.7","61.9","14.4","11.0","10.6","4.6","5.3","6.2","7.7","10.6","12.9","16.9","24.2","37.1","42.8"
"2020","BHS","44","Bahamas","Cat Island","BHS.5_1","BS.CI","24.3544960021973","-75.4890670776367","1347","3.5","381.8","5.6","4.3","3.7","2.0","2.4","2.7","3.1","3.7","4.6","6.1","8.6","12.9","20.3"
"2020","BHS","44","Bahamas","Central Abaco","BHS.6_1","BS.CB","26.4876136779785","-77.1190795898438","12700","16.3","777.1","113.0","43.7","39.6","5.5","8.5","12.9","20.4","39.6","93.9","169.2","272.5","326.2","387.7"
"2020","BHS","44","Bahamas","Central Andros","BHS.7_1","BS.CN","24.4324512481689","-77.8913497924805","1144","0.9","1240.3","1.4","1.1","1.0","0.7","0.7","0.8","0.9","1.0","1.0","1.1","1.3","1.9","11.4"
"2020","BHS","44","Bahamas","Central Eleuthera","BHS.8_1","BS.CE","25.1489181518555","-76.1835327148438","1668","21.9","76.4","50.6","33.3","31.5","9.2","12.7","16.0","22.7","31.5","50.3","71.4","113.7","116.2","143.3"
"2020","BHS","44","Bahamas","City of Freeport","BHS.9_1","BS.FP","26.5191078186035","-78.6490173339844","8696","333.6","26.1","351.7","342.8","330.8","257.5","290.4","305.0","320.9","330.8","363.4","411.3","443.7","464.6","NA"
"2020","BHS","44","Bahamas","Crooked Island","BHS.10_1","BS.CK","22.7642269134521","-74.1804046630859","324","0.9","343.7","1.4","1.1","1.0","0.6","0.7","0.7","0.8","1.0","1.2","1.4","1.7","2.7","6.8"
"2020","BHS","44","Bahamas","East Grand Bahama","BHS.11_1","BS.EB","26.652774810791","-78.187126159668","4899","8.1","605.6","33.5","14.1","9.3","3.9","4.7","5.6","6.9","9.3","14.3","24.8","61.3","98.9","223.6"
"2020","BHS","44","Bahamas","Exuma","BHS.12_1","BS.EM","23.5891380310059","-75.8906631469727","12347","31.1","396.6","82.1","53.9","61.0","12.9","20.6","32.1","47.4","61.0","80.0","104.2","131.3","193.3","293.2"
"2020","BHS","44","Bahamas","Grand Cay","BHS.13_1","BS.GC","27.2238349914551","-78.3173904418945","30","3.2","9.5","5.0","4.0","2.8","1.7","1.8","2.3","2.7","2.8","4.7","9.1","9.1","10.2","10.2"
"2020","BHS","44","Bahamas","Harbour Island","BHS.14_1","BS.HB","25.546365737915","-76.7530899047852","1785","329.3","5.4","432.1","397.5","413.0","273.9","385.5","401.5","413.0","413.0","425.1","529.8","529.8","598.3","598.3"
"2020","BHS","44","Bahamas","Hope Town","BHS.15_1","BS.HT","26.664644241333","-77.1704177856445","914","16.1","56.8","36.9","26.1","29.4","6.1","9.6","19.7","23.0","29.4","41.3","50.9","66.4","73.1","113.5"
"2020","BHS","44","Bahamas","Inagua","BHS.16_1","BS.IN","21.089635848999","-73.3899078369141","823","0.5","1623.5","2.1","0.7","0.4","0.4","0.4","0.4","0.4","0.4","0.5","0.6","1.2","6.8","24.3"
"2020","BHS","44","Bahamas","Long Island","BHS.17_1","BS.LI","23.2645111083984","-75.0993194580078","3067","6.0","512.5","8.7","7.2","7.0","3.4","4.1","4.9","5.8","7.0","8.2","10.2","12.8","15.9","35.4"
"2020","BHS","44","Bahamas","Mangrove Cay","BHS.18_1","BS.MC","24.1807746887207","-77.7414245605469","538","1.1","505.5","2.5","1.4","0.9","0.7","0.7","0.8","0.9","0.9","1.1","1.5","2.2","6.0","19.7"
"2020","BHS","44","Bahamas","Mayaguana","BHS.19_1","BS.MG","22.3814716339111","-72.9934310913086","283","1.0","297.9","1.2","1.1","1.1","0.5","0.7","0.8","0.9","1.1","1.2","1.3","1.6","2.1","3.8"
"2020","BHS","44","Bahamas","Moore's Island","BHS.20_1","BS.MI","26.2998065948486","-77.5625076293945","273","11.5","23.8","16.8","14.0","15.9","5.8","8.6","9.9","10.9","15.9","17.2","22.1","29.1","33.0","38.5"
"2020","BHS","44","Bahamas","New Providence","BHS.21_1","BS.NW","25.0385475158691","-77.3787307739258","275915","1145.4","240.9","1557.8","1435.2","1677.2","870.6","1130.4","1343.6","1543.4","1677.2","1789.8","1882.6","1958.7","2140.8","2260.9"
"2020","BHS","44","Bahamas","North Abaco","BHS.22_1","BS.NB","26.8215751647949","-77.5271377563477","4417","18.1","243.8","41.3","26.1","23.6","9.0","11.0","13.9","18.4","23.6","31.9","42.1","52.5","97.9","211.1"
"2020","BHS","44","Bahamas","North Andros","BHS.23_1","BS.NN","24.8388328552246","-78.0226593017578","4180","1.4","2896.6","7.3","2.4","1.6","0.7","0.9","1.1","1.2","1.6","2.1","3.3","6.7","19.1","80.3"
"2020","BHS","44","Bahamas","North Eleuthera","BHS.24_1","BS.NE","25.4308738708496","-76.6125640869141","3578","18.1","198.2","40.0","26.5","25.5","8.6","11.4","14.8","18.6","25.5","31.3","43.4","64.2","108.8","149.3"
"2020","BHS","44","Bahamas","Ragged Island","BHS.25_1","BS.RI","22.3378715515137","-75.7513046264648","69","1.2","55.5","1.8","1.5","1.7","0.7","0.8","0.8","1.1","1.7","1.9","2.1","2.6","3.4","4.3"
"2020","BHS","44","Bahamas","Rum Cay","BHS.26_1","BS.RC","23.6808204650879","-74.8626708984375","117","1.2","94.9","1.6","1.4","1.3","0.9","0.9","1.1","1.2","1.3","1.4","1.6","1.9","3.5","5.5"
"2020","BHS","44","Bahamas","San Salvador","BHS.27_1","BS.SS","24.0506687164307","-74.4894866943359","873","5.4","160.9","13.0","8.2","6.6","2.8","3.8","4.3","5.2","6.6","9.2","13.6","24.4","32.0","51.5"
"2020","BHS","44","Bahamas","South Abaco","BHS.28_1","BS.SB","26.0668926239014","-77.2539215087891","3278","7.4","445.5","11.1","8.7","7.7","4.2","5.0","5.9","6.8","7.7","9.0","10.8","15.0","21.8","56.1"
"2020","BHS","44","Bahamas","South Andros","BHS.29_1","BS.SN","23.9649391174316","-77.6282043457031","1131","1.0","1136.1","1.6","1.2","1.1","0.6","0.7","0.7","0.9","1.1","1.3","1.5","1.8","2.8","13.2"
"2020","BHS","44","Bahamas","South Eleuthera","BHS.30_1","BS.SE","24.8526039123535","-76.1903533935547","2832","12.8","220.8","41.2","21.3","16.2","5.6","7.3","9.9","12.6","16.2","24.0","37.7","74.2","127.2","254.0"
"2020","BHS","44","Bahamas","Spanish Wells","BHS.31_1","BS.SW","25.5118064880371","-76.851936340332","1518","293.8","5.2","330.1","313.2","291.4","218.3","262.6","268.3","278.7","291.4","295.6","326.7","482.9","487.4","580.4"
"2020","BHS","44","Bahamas","West Grand Bahama","BHS.32_1","BS.WB","26.5537567138672","-78.6832122802734","40177","65.5","613.0","240.9","172.0","256.6","27.1","104.1","166.0","221.2","256.6","285.5","312.4","354.2","412.2","494.7"
"2020","BHR","48","Bahrain","Capital","BHR.1_1","BH.CA","26.2186374664307","50.577278137207","482047","13932.4","34.6","21205.3","18046.9","23447.1","7667.1","9776.4","15381.0","18707.0","23447.1","23875.2","27130.9","31933.2","36966.2","37520.1"
"2020","BHR","48","Bahrain","Central","BHR.2_1","BH.CE","26.1546974182129","50.5652618408203","456447","5573.6","81.9","8944.1","7401.4","7950.3","3179.8","4576.4","5491.0","6606.6","7950.3","9707.7","11284.4","13622.0","16601.1","20380.8"
"2020","BHR","48","Bahrain","Muharraq","BHR.3_1","BH.MU","26.2532348632812","50.6352691650391","251949","6640.5","37.9","10891.2","8771.4","8019.9","3444.0","5274.0","6467.9","6953.5","8019.9","11744.7","13622.8","18995.5","21316.9","NA"
"2020","BHR","48","Bahrain","Northern","BHR.4_1","BH.NO","26.1611728668213","50.4962043762207","334375","2146.0","155.8","3453.2","2929.8","3339.2","1274.9","1911.2","2672.8","2991.2","3339.2","3584.9","4316.2","4841.0","5741.2","7399.1"
"2020","BHR","48","Bahrain","Southern","BHR.5_1","BH.SO","26.0481109619141","50.5555038452148","176763","470.5","375.7","1735.4","866.8","732.9","210.9","342.1","449.0","569.2","732.9","1118.8","1581.3","2369.6","4706.2","10583.9"
"2020","BGD","50","Bangladesh","Barisal","BGD.1_1","BD.BA","22.4898815155029","90.3530426025391","8459135","845.2","10009.0","1797.1","1057.2","881.4","529.5","643.7","719.9","797.6","881.4","981.0","1127.0","1463.9","2778.9","28992.1"
"2020","BGD","50","Bangladesh","Chittagong","BGD.2_1","BD.CG","22.8588600158691","91.4031677246094","32492893","1037.0","31333.4","6069.3","2264.2","1807.7","758.6","1157.4","1404.1","1598.2","1807.7","2083.2","2606.7","4378.3","14647.5","113432.1"
"2020","BGD","50","Bangladesh","Dhaka","BGD.3_1","BD.DH","24.0461978912354","90.3451080322266","57009107","1857.4","30693.5","21257.0","4640.9","2339.3","839.1","1044.5","1260.1","1594.2","2339.3","4459.2","10631.3","33610.5","79059.4","247400.0"
"2020","BGD","50","Bangladesh","Khulna","BGD.4_1","BD.KH","23.183479309082","89.2257843017578","16541461","799.1","20699.5","2425.7","1255.8","1013.7","591.3","740.6","831.4","915.9","1013.7","1144.2","1377.1","2004.6","4873.6","37961.2"
"2020","BGD","50","Bangladesh","Rajshahi","BGD.5_1","BD.RS","24.5565242767334","89.0894241333008","20540945","1143.2","17967.5","2324.8","1480.7","1215.4","668.7","808.2","939.3","1062.9","1215.4","1407.3","1755.1","2545.7","4616.3","29846.2"
"2020","BGD","50","Bangladesh","Rangpur","BGD.6_1","BD.RP","25.7640762329102","89.09619140625","17674995","1079.2","16377.7","1915.6","1295.1","1128.8","683.1","792.7","906.4","1018.6","1128.8","1250.4","1396.3","1673.5","3080.5","29475.7"
"2020","BGD","50","Bangladesh","Sylhet","BGD.7_1","BD.SY","24.7281970977783","91.7060012817383","11970843","961.8","12446.1","2473.1","1260.0","1046.9","571.0","707.0","823.4","934.3","1046.9","1186.2","1373.3","1815.4","3657.8","45673.4"
"2020","ARM","51","Armenia","Aragatsotn","ARM.1_1","AM.AG","40.3855438232422","44.2100143432617","138019","48.0","2875.2","488.6","207.5","252.1","22.9","46.2","86.8","149.1","252.1","401.1","596.9","951.4","1332.7","2131.2"
"2020","ARM","51","Armenia","Ararat","ARM.2_1","AM.AR","39.9874000549316","44.5598106384277","274486","125.8","2182.0","1106.6","650.8","736.3","151.7","275.8","412.1","555.0","736.3","964.6","1251.9","1773.0","2420.8","6482.6"
"2020","ARM","51","Armenia","Armavir","ARM.3_1","AM.AV","40.149055480957","44.1949768066406","319727","253.5","1261.4","1453.3","726.3","724.8","130.6","235.8","372.0","556.7","724.8","1135.9","1852.2","2621.1","4030.3","8058.1"
"2020","ARM","51","Armenia","Erevan","ARM.4_1","AM.ER","40.1823692321777","44.5128173828125","1064280","3747.0","284.0","7625.4","6441.0","7431.4","3010.8","4363.8","5923.5","6685.0","7431.4","8975.9","9916.5","10881.2","11722.4","14411.9"
"2020","ARM","51","Armenia","Gegharkunik","ARM.5_1","AM.GR","40.2787818908691","45.2909164428711","223541","56.2","3978.9","709.1","315.9","493.2","29.2","65.0","161.6","288.8","493.2","703.0","895.5","1179.1","1829.3","3143.9"
"2020","ARM","51","Armenia","Kotayk","ARM.6_1","AM.KT","40.3515090942383","44.654239654541","226395","115.0","1967.8","2167.3","836.4","1176.1","68.9","180.2","382.4","666.5","1176.1","1742.1","3016.8","4127.7","6416.2","8392.6"
"2020","ARM","51","Armenia","Lori","ARM.7_1","AM.LO","40.9190673828125","44.4726829528809","203491","56.1","3626.2","1595.4","508.9","683.0","27.0","73.1","188.0","386.0","683.0","1365.9","2400.7","3757.3","4568.5","5307.5"
"2020","ARM","51","Armenia","Shirak","ARM.8_1","AM.SH","40.745246887207","43.8785629272461","234775","78.3","2996.8","1761.6","661.8","1254.4","37.9","109.2","287.9","565.0","1254.4","2023.7","3391.3","3783.1","4083.4","NA"
"2020","ARM","51","Armenia","Syunik","ARM.9_1","AM.SU","39.3250007629395","46.2829971313477","119227","26.6","4488.6","1087.4","320.2","500.5","15.8","40.5","106.6","256.7","500.5","1063.8","1462.9","1861.6","3031.5","4842.5"
"2020","ARM","51","Armenia","Tavush","ARM.10_1","AM.TV","40.9336853027344","45.1358642578125","113205","44.9","2523.3","876.4","336.0","410.4","32.4","74.6","146.3","245.2","410.4","673.6","1012.1","1537.8","2553.9","4454.4"
"2020","ARM","51","Armenia","Vayots Dzor","ARM.11_1","AM.VD","39.7582855224609","45.3872413635254","46084","20.2","2283.0","406.9","128.9","180.5","9.6","19.4","40.0","85.5","180.5","297.3","456.7","771.7","1272.2","1726.4"
"2020","BEL","56","Belgium","Bruxelles","BEL.1_1","NA","50.8440628051758","4.35954570770264","1259120","8119.7","155.1","14042.5","11623.6","14586.9","4298.3","6703.3","9596.1","12169.7","14586.9","16460.2","18224.9","19531.9","24654.5","29126.6"
"2020","BEL","56","Belgium","Vlaanderen","BEL.2_1","NA","51.0476036071777","4.25561237335205","6663149","484.6","13749.2","1570.3","895.8","906.0","211.7","362.3","518.3","691.4","906.0","1173.1","1610.1","2337.7","3804.1","14078.1"
"2020","BEL","56","Belgium","Wallonie","BEL.3_1","NA","50.4815902709961","4.79976558685303","3667346","220.4","16636.9","1261.5","610.2","704.8","90.9","192.2","318.0","487.5","704.8","970.1","1392.8","2095.5","3335.9","9923.5"
"2020","BMU","60","Bermuda","Devonshire","BMU.1_1","BM.DE","32.3098297119141","-64.75","7131","1266.3","5.6","1312.8","1290.0","1276.9","991.8","1107.3","1229.5","1229.5","1276.9","1355.1","1516.4","1516.4","1676.4","NA"
"2020","BMU","60","Bermuda","Hamilton","BMU.2_1","BM.HA","32.3375930786133","-64.7227325439453","5831","545.0","10.7","756.2","726.9","745.1","604.9","611.3","710.7","737.9","745.1","773.5","789.9","807.5","1056.2","1234.9"
"2020","BMU","60","Bermuda","Hamilton Municipality","BMU.3_1","BM.HC","32.28125","-64.8003921508789","2722","1494.5","1.8","1534.6","1515.3","1754.4","1436.1","1436.1","1436.1","1754.4","1754.4","1754.4","1754.4","1754.4","NA","NA"
"2020","BMU","60","Bermuda","Paget","BMU.4_1","BM.PA","32.281909942627","-64.7729034423828","5548","918.9","6.0","942.7","930.7","908.5","737.5","818.7","833.7","852.9","908.5","1080.8","1080.8","1098.7","1125.8","1346.4"
